Pmid,Journal,Year,Month,Pmcid
30976501,African journal of emergency medicine : Revue africaine de la medecine d'urgence,2019,1,PMC6440923
30976503,African journal of emergency medicine : Revue africaine de la medecine d'urgence,2019,1,PMC6440926
30976596,mHealth,2019,1,PMC6414336
30976663,Journal of global health reports,2018,1,PMC6454569
30976692,Heliyon,2019,3,PMC6441838
30979364,BMC pediatrics,2019,4,PMC6460684
30979599,Seminars in perinatology,2019,8,PMC6597951
30979939,Scientific reports,2019,4,PMC6461700
30980217,Journal of plant research,2019,1,NA
30980879,Microbial pathogenesis,2019,6,NA
30981893,Parasitology international,2019,8,NA
30983147,Journal of the International AIDS Society,2019,4,PMC6462807
30983148,Journal of the International AIDS Society,2019,4,PMC6462809
30985518,The Pediatric infectious disease journal,2019,8,PMC6629483
30986786,Neuroepidemiology,2019,1,NA
30986888,Child: care health and development,2019,7,PMC6563089
30989211,Integrative and comparative biology,2019,11,NA
30992178,Revue d'epidemiologie et de sante publique,2019,1,NA
30993376,Social psychiatry and psychiatric epidemiology,2020,3,NA
30993591,Prevention science : the official journal of the Society for Prevention Research,2019,5,NA
30994430,Journal of medical microbiology,2019,1,NA
30995574,Water research,2019,6,PMC6545572
30995754,Sensors (Basel Switzerland),2019,4,PMC6514658
30995912,Malaria journal,2019,4,PMC6469039
30997163,BMJ global health,2019,1,PMC6441269
30998790,PloS one,2019,1,PMC6472785
30999915,Malaria journal,2019,4,PMC6471806
30999942,Parasites & vectors,2019,4,PMC6472068
31000132,The Lancet. Global health,2019,1,PMC6484775
31000194,Lancet (London England),2019,1,PMC6548991
31000562,Microbiology resource announcements,2019,4,PMC6473156
31001234,Frontiers in microbiology,2019,1,PMC6456743
31001977,Journal of natural products,2019,5,NA
31002664,PloS one,2019,1,PMC6474588
31002694,PloS one,2019,1,PMC6474623
31004143,Health policy and planning,2019,4,NA
31005357,Seminars in perinatology,2019,8,PMC7027164
31006575,Lancet (London England),2019,5,PMC6525786
31006817,American journal of clinical pathology,2019,6,NA
31007068,Artificial cells nanomedicine and biotechnology,2019,12,NA
31007360,Agricultural systems,2018,1,PMC6472295
31007371,Physiological and molecular plant pathology,2019,1,PMC6472603
31007375,Physiological and molecular plant pathology,2019,1,PMC6472608
31007376,Physiological and molecular plant pathology,2019,1,PMC6472600
31007377,Physiological and molecular plant pathology,2019,1,PMC6472602
31007391,Applied soil ecology : a section of Agriculture Ecosystems & Environment,2016,9,PMC6472298
31007812,The Pan African medical journal,2018,1,PMC6457729
31007817,The Pan African medical journal,2018,1,PMC6457870
31009481,PLoS neglected tropical diseases,2019,4,PMC6497316
31011389,The Pan African medical journal,2018,1,PMC6462152
31011811,Environmental monitoring and assessment,2019,4,NA
31012081,Diabetes therapy : research treatment and education of diabetes and related disorders,2019,6,PMC6531538
31012086,American journal of physical anthropology,2019,7,NA
31012393,Global health action,2019,1,PMC6493321
31012786,Human vaccines & immunotherapeutics,2019,1,PMC6816384
31013592,Tropical medicine and infectious disease,2019,4,PMC6630281
31014298,BMC pediatrics,2019,4,PMC6477742
31014321,BMC public health,2019,4,PMC6480882
31015324,mBio,2019,4,PMC6479000
31015786,Tropical medicine and health,2019,1,PMC6463626
31015995,Ecology and evolution,2019,4,PMC6468081
31016199,BioMed research international,2019,1,PMC6448332
31018754,Journal of the International Association of Providers of AIDS Care,NA,NA,PMC6748465
31019905,Frontiers in public health,2019,1,PMC6458272
31020048,Wellcome open research,2018,1,PMC6464063
31020687,American journal of primatology,2019,7,NA
31021985,Journal of acquired immune deficiency syndromes (1999),2019,8,PMC6738623
31021991,Journal of acquired immune deficiency syndromes (1999),2019,8,PMC6625875
31022240,PloS one,2019,1,PMC6483233
31022841,Pharmacy (Basel Switzerland),2019,4,PMC6631117
31023089,Expert review of anticancer therapy,2019,5,NA
31023338,Genome biology,2019,4,PMC6485071
31023805,Microbiology resource announcements,2019,4,PMC6486262
31023806,Microbiology resource announcements,2019,4,PMC6486263
31024353,Frontiers in psychiatry,2019,1,PMC6459950
31024718,Food science & nutrition,2019,4,PMC6475805
31025196,Planta,2019,9,NA
31025468,Global change biology,2019,9,PMC6771763
31026890,Journal of food protection,1997,7,NA
31027823,Food microbiology,2019,9,NA
31029097,BMC infectious diseases,2019,4,PMC6487004
31029139,Human resources for health,2019,4,PMC6487027
31031544,Journal of phytopathology (1986),2018,10,PMC6473628
31031922,Ecology and evolution,2019,4,PMC6476750
31032628,AIDS care,2020,1,PMC6815685
31033448,JMIR research protocols,2019,4,PMC6658239
31034170,African journal of reproductive health,2019,3,NA
31034176,African journal of reproductive health,2019,3,NA
31034450,Journal of hypertension,2019,9,PMC6686964
31034555,Radiation protection dosimetry,2019,10,NA
31036061,BMC research notes,2019,4,PMC6489269
31036303,Global heart,2019,3,NA
31036963,Nature genetics,2019,5,NA
31037037,International journal of insect science,2019,1,PMC6475838
31037174,The Pan African medical journal,2018,1,PMC6462392
31037176,The Pan African medical journal,2018,1,PMC6462368
31037350,Journal of mathematical biology,2019,7,PMC6647310
31039509,Journal of pediatric nursing,NA,NA,NA
31039628,AIDS care,2019,10,PMC6663573
31043532,Journal of virology,2019,7,PMC6600211
31043883,European heart journal supplements : journal of the European Society of Cardiology,2019,4,PMC6479497
31045329,Maternal & child nutrition,2019,10,NA
31045473,Journal of global oncology,2019,5,PMC6657604
31045860,The journal of physician assistant education : the official journal of the Physician Assistant Education Association,2019,4,NA
31046529,Journal of interpersonal violence,2019,1,NA
31046598,Research on aging,2019,9,NA
31048629,AIDS (London England),2019,6,PMC6501800
31049311,African journal of disability,2019,1,PMC6489159
31049627,Advances in biochemical engineering/biotechnology,2019,1,NA
31050133,Pest management science,2019,9,NA
31052306,Animals : an open access journal from MDPI,2019,4,PMC6562742
31052372,International journal of environmental research and public health,2019,5,PMC6539670
31053069,BMC public health,2019,1,PMC6498661
31053362,Journal of pediatric surgery,2019,10,NA
31054214,International journal of cancer,2020,2,PMC6829037
31054968,Clinical immunology (Orlando Fla.),2020,3,NA
31057048,The journal of vascular access,2019,11,NA
31057179,Euphytica: Netherlands journal of plant breeding,2019,1,PMC6445404
31057209,Agricultural systems,2019,1,PMC6472611
31058158,Frontiers in nutrition,2019,1,PMC6479015
31059524,PloS one,2019,1,PMC6502455
31061417,Scientific reports,2019,1,PMC6502793
31061583,Journal of clinical orthopaedics and trauma,NA,NA,PMC6491923
31061932,Infectious Disease Modelling,2019,1,PMC6488544
31062031,Journal of tropical pediatrics,2020,2,NA
31063027,Plant disease,2019,7,NA
31063598,The New phytologist,2019,10,NA
31064338,BMC psychiatry,2019,5,PMC6505064
31064355,International journal for equity in health,2019,5,PMC6505258
31065024,Scientific reports,2019,1,PMC6504866
31065041,Scientific reports,2019,1,PMC6504851
31065231,PhytoKeys,2019,1,PMC6483958
31065313,The Pan African medical journal,2018,1,PMC6488281
31067089,American journal of public health,2019,6,PMC6507993
31067241,PloS one,2019,1,PMC6506147
31067551,Folia primatologica; international journal of primatology,2019,1,NA
31069598,Environmental geochemistry and health,2019,12,NA
31071354,Journal of microbiological methods,2019,7,NA
31072359,Malaria journal,2019,1,PMC6507228
31072829,Pediatrics,2019,6,NA
31073359,Craniomaxillofacial trauma & reconstruction,2019,6,PMC6506260
31073425,Journal of pediatric intensive care,2017,3,PMC6260264
31073657,Planta,2019,9,NA
31074055,Pest management science,2019,9,NA
31074125,Molecular ecology,2019,6,NA
31074407,The American journal of tropical medicine and hygiene,2019,7,PMC6609201
31077236,Parasites & vectors,2019,1,PMC6511121
31077512,Developmental science,2019,9,PMC6713579
31079824,Veterinary parasitology,2019,1,NA
31081392,Disability and rehabilitation,2019,1,PMC6848752
31084269,Global public health,2019,10,NA
31084819,Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives,2019,6,NA
31085910,Public health genomics,2018,1,PMC7050665
31086619,The Pan African medical journal,2018,1,PMC6488244
31086991,The Journal of infectious diseases,2019,8,PMC6688057
31087650,International journal of cancer,2020,3,NA
31088316,Ophthalmic epidemiology,2019,10,NA
31088554,Veterinary research,2019,1,PMC6518695
31090059,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2019,8,NA
31091663,Toxins,2019,5,PMC6563260
31092099,Journal of empirical research on human research ethics : JERHRE,2019,12,PMC6886112
31092823,Nature communications,2019,5,PMC6520358
31093759,Archives of virology,2019,8,NA
31093801,Journal of autism and developmental disorders,2019,8,NA
31094351,JMIR mHealth and uHealth,2019,5,PMC6535976
31094419,The Gerontologist,2019,1,NA
31095004,Journal of acquired immune deficiency syndromes (1999),2019,6,PMC6609091
31095558,PLoS neglected tropical diseases,2019,5,PMC6522002
31095626,PloS one,2019,1,PMC6522119
31096165,General hospital psychiatry,NA,NA,NA
31097073,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2019,5,NA
31097505,Microbiology resource announcements,2019,1,PMC6522790
31097697,Nature communications,2019,5,PMC6522554
31098757,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2019,8,PMC6647133
31099159,Maternal & child nutrition,2019,10,NA
31101058,Virology journal,2019,5,PMC6525424
31101811,Nature communications,2019,5,PMC6525170
31102651,Insect biochemistry and molecular biology,2019,7,NA
31102899,Journal of environmental management,2019,8,NA
31103452,Current problems in pediatric and adolescent health care,2019,5,NA
31104765,Seminars in perinatology,2019,8,NA
31105716,Frontiers in plant science,2019,1,PMC6494956
31105735,Frontiers in genetics,2019,1,PMC6491883
31105745,Frontiers in genetics,2019,1,PMC6498096
31105908,Infection ecology & epidemiology,2019,1,PMC6507812
31106735,Lancet (London England),2019,5,NA
31109598,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),2019,7,NA
31109881,The Lancet. Global health,2019,7,PMC6560024
31111870,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2020,3,NA
31114603,Frontiers in plant science,2019,1,PMC6503115
31115309,The American journal of tropical medicine and hygiene,2019,7,PMC6609178
31115348,JMIR mHealth and uHealth,2019,5,PMC6547768
31116677,Global health action,2019,1,PMC6534215
31117896,Global health action,2019,1,PMC6534207
31118296,mSphere,2019,5,PMC6531878
31121147,Acta tropica,2019,10,NA
31122503,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2019,6,PMC6531412
31122504,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2019,6,NA
31122646,International journal of law and psychiatry,NA,NA,NA
31122984,BMJ open,2019,5,PMC6538199
31123694,Open forum infectious diseases,2019,1,PMC6524828
31124804,The journal of physician assistant education : the official journal of the Physician Assistant Education Association,2019,6,NA
31126742,Current problems in pediatric and adolescent health care,2019,5,NA
31127672,Global change biology,2019,9,NA
31129123,The Lancet. Global health,2019,7,NA
31129126,The Lancet. Global health,2019,7,PMC6560003
31129805,Tropical animal health and production,2019,11,NA
31131105,Journal of global health,2019,6,PMC6513503
31131993,Transboundary and emerging diseases,2019,9,NA
31132879,Food and nutrition bulletin,2019,6,NA
31133367,Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia,2019,8,NA
31133745,Nature genetics,2019,6,PMC6650292
31134175,Frontiers in public health,2019,1,PMC6517484
31138182,BMC public health,2019,1,PMC6538546
31138238,Reproductive health,2019,1,PMC6538559
31138271,Reproductive health,2019,1,PMC6538540
31138804,Nature communications,2019,5,PMC6538616
31139242,Plant methods,2019,1,PMC6530015
31139443,BMJ global health,2019,1,PMC6509608
31139445,BMJ global health,2019,1,PMC6509614
31139450,BMJ global health,2019,1,PMC6509615
31141509,PloS one,2019,1,PMC6541245
31142546,Global health science and practice,2019,6,PMC6641813
31143338,The Pan African medical journal,2019,1,PMC6522152
31143360,The Pan African medical journal,2019,1,PMC6522167
31143397,Malawi medical journal : the journal of Medical Association of Malawi,2019,3,PMC6526339
31144608,Global health action,2019,1,PMC7011788
31146710,BMC neurology,2019,1,PMC6542141
31146748,Harm reduction journal,2019,5,PMC6543607
31147405,Science (New York N.Y.),2019,7,PMC6827346
31148372,Journal of the International AIDS Society,2019,5,PMC6543456
31148397,Pest management science,2019,10,PMC6771660
31149366,International journal of biochemistry and molecular biology,2019,1,PMC6526377
31149660,East African journal of applied health monitoring and evaluation,2018,2,PMC6537612
31150389,PLoS neglected tropical diseases,2019,5,PMC6561600
31150396,PloS one,2019,1,PMC6544340
31150447,PloS one,2019,1,PMC6544251
31151470,Parasites & vectors,2019,1,PMC6544919
31151473,Trials,2019,1,PMC6544944
31151778,Seminars in perinatology,2019,10,NA
31152357,AIDS and behavior,2020,1,PMC6885105
31152972,Health & place,2019,5,PMC6589115
31155270,Lancet (London England),2019,6,NA
31157666,AIDS (London England),2019,7,NA
31157844,JAMA internal medicine,2019,6,NA
31158324,Health care for women international,2019,1,NA
31159272,Insects,2019,1,PMC6627279
31159708,International journal of STD & AIDS,2019,8,NA
31159907,Public health nutrition,2019,12,NA
31160719,Cell research,2019,7,PMC6796869
31160827,Geoderma,2019,6,PMC6472540
31162012,The American journal of tropical medicine and hygiene,2019,7,PMC6609173
31162985,Journal of global oncology,2019,6,PMC6613712
31162989,Global public health,2019,12,PMC6906550
31166075,Pest management science,2019,9,PMC6771526
31167374,Molecules (Basel Switzerland),2019,6,PMC6600441
31168483,Wellcome open research,2019,1,PMC6545824
31169771,Journal of acquired immune deficiency syndromes (1999),2019,1,NA
31170151,PloS one,2019,1,PMC6553848
31170193,PloS one,2019,1,PMC6553698
31171007,Reproductive health,2019,6,PMC6555706
31171037,Parasites & vectors,2019,6,PMC6555721
