,pmid,pmd,journal,year
12186,20129800,,  New Solut,  1992 Oct 1
12187,20127307,,  J Trop Pediatr,  1992 Oct
12188,20126620,,  Oecologia,  1992 Aug
12189,20122886,PMC3775345,  J Cross Cult Gerontol,  1992 Jul
12190,20120241,,  Disasters,  1992 Jun
12191,20113584,,  Disasters,  1992 Mar
12192,20081393,PMC4818115,  Am J Hum Biol,  1992
12193,20081383,,  Int Q Community Health Educ,  1992 Jan 1
12194,23057261,,  Int Q Community Health Educ,  1992 Jan 1
12195,23057260,,  Hum Nat,  1991 Dec
12196,23057259,,  Oecologia,  1991 Sep
12197,23057258,,  J Trop Pediatr,  1991 Aug
12198,23057257,,  Environ Geochem Health,  1991 Jun
12199,23057256,,  Disasters,  1991 Jun
12200,23057255,,  J Trop Pediatr,  1991 Jun
12201,23057254,,  J Chem Ecol,  1991 Jan
12202,20111039,PMC2834826,  J Chem Ecol,  1991 Jan
12203,20111000,,  Evolution,  1990 Dec
12204,20109454,,  Oecologia,  1990 Oct
12205,20103452,,  J Cross Cult Gerontol,  1990 Oct
12206,20102630,PMC2845133,  J Chem Ecol,  1990 Sep
12207,20101810,,  Disasters,  1990 Sep
12208,20100115,,  Oecologia,  1990 Jul
12209,20100099,,  Oecologia,  1990 Jun
12210,20099183,,  Oecologia,  1990 Jun
12211,20096761,,  Am J Hum Biol,  1990
12212,20096111,PMC2824802,  Leuk Lymphoma,  1990
12213,20096106,PMC2822777,  Leuk Lymphoma,  1990
12214,20095615,,  Theor Appl Genet,  1989 Dec
12215,20094879,,  Evolution,  1989 Nov
12216,20089695,PMC2846445,  Oecologia,  1989 Nov
12217,20089444,,  J Cross Cult Gerontol,  1989 Jul
12218,20089439,,  Am J Clin Nutr,  1989 May
12219,20089304,,  J Chem Ecol,  1989 Apr
12220,20089054,,  J Chem Ecol,  1989 Mar
12221,20087816,,  J Trop Pediatr,  1989 Feb
12222,20087466,,  Int Q Community Health Educ,  1989 Jan 1
12223,20085006,,  Oecologia,  1988 Nov
12224,20085005,,  Disasters,  1988 Jun
12225,20085004,,  Oecologia,  1988 Jan
12226,20085002,,  Environ Monit Assess,  1988 Jan
12227,20085001,,  Trends Ecol Evol,  1987 Nov
12228,20085000,,  Theor Appl Genet,  1987 Oct
12229,20084999,,  Cell Tissue Res,  1987 Oct
12230,20084998,,  J Cross Cult Gerontol,  1987 Jul
12231,20084997,,  Theor Appl Genet,  1987 Jun
12232,20084994,,  Environ Geochem Health,  1987 Jun
12233,20084993,,  Oecologia,  1987 Apr
12234,20084992,,  Meat Sci,  1987
12235,20084989,,  Disasters,  1986 Dec
12236,20084988,,  J Trop Pediatr,  1986 Dec
12237,20084983,,  J Trop Pediatr,  1986 Oct
12238,20084738,,  Disasters,  1986 Sep
12239,20082120,,  Oecologia,  1986 Aug
12240,20080442,PMC2842935,  J Obstet Gynaecol,  1986 Jul
12241,20079813,,  Immunol Today,  1986 Jul-Aug
12242,20079510,,  Oecologia,  1986 Jun
12243,20076785,,  J Cross Cult Gerontol,  1986 Jun
12244,20071490,,  J Chem Ecol,  1986 Jan
12245,20069067,,  J Chem Ecol,  1985 Dec
12246,20068505,,  Evolution,  1985 Sep
12247,20068463,,  Oecologia,  1985 Aug
12248,20067507,PMC3410521,  Plant Mol Biol,  1985 Jul
12249,20064654,,  Disasters,  1985 Jun
12250,20062795,,  Oecologia,  1985 Apr
12251,20061758,,  J Trop Pediatr,  1985 Feb
12252,20057476,,  Oecologia,  1985 Jan
12253,20056487,PMC2927876,  Oecologia,  1984 Oct
12254,20052379,,  Oecologia,  1984 Aug
12255,20051143,PMC2822790,  J Chem Ecol,  1984 Jun
12256,20049994,10,1645/GE-1895,1
12257,20049438,,  Oecologia,  1984 Jan
12258,20044208,,  Oecologia,  1984 Jan
12259,20042224,,  Am J Orthopsychiatry,  1984 Jan
12260,27134777,,  Oecologia,  1983 Oct
12261,23554607,PMC3596531,  Oecologia,  1983 Sep
12262,23057302,,  Oecologia,  1983 Aug
12263,23057301,,  Oecologia,  1983 Jun
12264,23057300,,  Disasters,  1983 Jun
12265,23057299,,  Oecologia,  1983 Mar
12266,23057298,,  Environ Monit Assess,  1983 Mar
12267,23057297,,  Int Q Community Health Educ,  1983 Jan 1
12268,23057296,,  Theor Appl Genet,  1982 Dec
12269,21918709,,  Oecologia,  1982 Nov
12270,21918691,,  Oecologia,  1982 Oct
12271,21594127,,  J Chem Ecol,  1982 Sep
12272,21594118,,  Oecologia,  1982 Jun
12273,21594051,,  Oecologia,  1982 Jan
12274,21594024,,  Nature,  1981 Nov 12
12275,21506297,,  Nature,  1981 Nov 12
12276,21490906,,  J Chem Ecol,  1981 Sep
12277,21461155,,  Oecologia,  1981 May
12278,21461148,,  Oecologia,  1981 Jan
12279,21461147,,  Oecologia,  1981 Jan
12280,21416765,,  J Trop Pediatr,  1980 Oct
12281,20040114,PMC2804586,  J Trop Pediatr,  1980 Jun
12282,20040104,PMC2806261,  Oecologia,  1980 Jan
12283,20039982,,  Oecologia,  1980 Jan
12284,20037992,,  Ground Water,  1979 Sep
12285,20037644,,  Oecologia,  1979 Jan
12286,20037643,,  Oecologia,  1979 Jan
12287,20036667,,  Oecologia,  1979 Jan
12288,20033112,,  Disasters,  1978 Dec
12289,20031171,,  Am J Clin Nutr,  1978 Oct
12290,20030437,,  Lipids,  1978 Aug
12291,20028615,,  Oecologia,  1978 Jan
12292,20028540,PMC2811110,  Oecologia,  1978 Jan
12293,20028536,PMC2804689,  Oecologia,  1978 Jan
12294,20024745,,  Oecologia,  1977 Dec
12295,20022938,PMC2818104,  Popul Stud (Camb),  1977 Mar
12296,20021640,PMC2803444,  Popul Stud (Camb),  1975 Nov
12297,20018734,PMC2792160,  Appl Opt,  1975 Feb 1
12298,20012479,NIHMS189797,  Planta,  1974 Jan
12299,20010179,,  Oecologia,  1973 Jun
12300,20009099,PMC2827511,  Evolution,  1968 Jun
12301,20007201,PMC2878101,  Demography,  1967 Jun
12302,20004783,,  Demography,  1967 Mar
12303,20003478,PMC2803188,  J Phycol,  1966 Sep
12304,20003178,PMC2802588,  Am J Clin Nutr,  1963 Sep
12305,20000068,,,
12306,20000061,,,
12307,20000059,,,
12308,20000055,,,
12309,20000013,,,
12310,19999950,,,
12311,27397933,NIHMS151839,,
12312,19996445,,,
12313,19996441,,,
12314,19996440,PMC3726196,,
12315,19995507,,,
12316,19995198,NIHMS334548,,
12317,19967942,,,
12318,19967939,,,
12319,19967923,,,
12320,19967441,NIHMS237311,,
12321,19962770,,,
12322,19962640,,,
12323,19962633,,,
12324,19962571,,,
12325,19961670,,,
12326,19961243,,,
12327,19960037,,,
12328,19959853,,,
12329,19959387,,,
12330,19956576,,,
12331,19954302,,,
12332,19953442,,,
12333,19952848,,,
12334,19952542,PMC2788745,,
12335,19951424,PMC2794875,,
12336,19951363,PMC2919164,,
12337,19950234,,,
12338,19949221,,,
12339,19949220,,,
12340,19948900,,,
12341,19946120,,,
12342,19945013,,,
12343,19943788,,,
12344,25865722,,,
12345,21591522,,,
12346,21591520,,,
12347,21591519,,,
12348,21591518,,,
12349,21591517,,,
12350,21591516,,,
12351,21591515,,,
12352,21591514,,,
12353,21591513,,,
12354,21591512,,,
12355,21591511,,,
12356,21591510,,,
12357,21591509,,,
12358,21591508,,,
12359,21591507,,,
12360,21591506,,,
12361,21503172,,,
12362,19941637,PMC2793260,,
12363,19941604,PMC3730498,,
12364,19941526,PMC2859242,,
12365,19940745,,,
12366,19939445,PMC2806484,,
12367,19939279,PMC2789709,,
12368,19938437,,,
12369,19937381,,,
12370,19937021,,,
12371,19936217,,,
12372,19934561,,,
12373,19933785,PMC2948531,,
12374,19931832,PMC2784947,,
12375,19930552,PMC2783030,,
12376,19930342,,,
12377,19927518,,,
12378,19925874,,,
12379,19925401,,,
12380,19925280,UKMS36250,,
12381,19924281,,,
12382,19923773,,,
12383,19918995,,,
12384,19918879,,,
12385,19918868,,,
12386,19918443,,,
12387,19917041,PMC2878598,,
12388,19916053,,,
12389,19914758,,,
12390,19912583,PMC2948540,,
12391,19911989,,,
12392,19907648,,,
12393,19903485,PMC2836169,,
12394,19902251,,,
12395,19901845,,,
12396,19901036,PMC2792184,,
12397,19900917,,,
12398,19898950,,,
12399,19898609,,,
12400,19894474,,,
12401,19894473,,,
12402,19894472,,,
12403,19894469,,,
12404,19894468,,,
12405,19894467,,,
12406,19892757,PMC2842745,,
12407,19892717,,,
12408,19892347,,,
12409,19891784,PMC2777848,,
12410,19889248,,,
12411,19887640,PMC4855612,,
12412,19858941,,,
12413,19884701,,,
12414,19884504,PMC2776458,,
12415,19884328,PMC2798205,,
12416,19883400,,,
12417,19881884,,,
12418,19880236,,,
12419,19879379,,,
12420,19878697,,,
12421,21883054,,,
12422,21665841,,,
12423,19876552,,,
12424,19875832,PMC3223243,,
12425,19863788,PMC2773788,,
12426,19863784,PMC2774682,,
12427,19861609,,,
12428,19860926,PMC2773787,,
12429,19859740,NIHMS232612,,
12430,19858570,,,
12431,19855286,,,
12432,19854222,PMC2820239,,
12433,19852834,PMC2777144,,
12434,19852802,PMC2772840,,
12435,19850607,,,
12436,19848110,,,
12437,19847148,,,
12438,19846247,,,
12439,19845968,PMC2771030,,
12440,19844568,,,
12441,19841724,,,
12442,19840372,PMC2768743,,
12443,19818169,PMC2760237,,
12444,19818168,PMC2760236,,
12445,19838712,,,
12446,19837114,,,
12447,19836964,,,
12448,19836893,,,
12449,19835793,,,
12450,19833691,PMC3042848,,
12451,19830901,,,
12452,19830712,,,
12453,19830178,,,
12454,19828965,,,
12455,19827905,,,
12456,19823570,,,
12457,19821903,,,
12458,19821048,,,
12459,19820990,,,
12460,19820826,,,
12461,19818465,PMC2824847,,
12462,19817618,,,
12463,19816254,,,
12464,19813369,,,
12465,19806488,,,
12466,19806396,,,
12467,19796380,PMC2761895,,
12468,19794034,PMC2786665,,
12469,19793069,,,
12470,19788755,PMC2762459,,
12471,19788358,UKMS27208,,
12472,22029616,,,
12473,21650075,,,
12474,21650074,,,
12475,21650072,,,
12476,21650071,,,
12477,21650069,,,
12478,19786289,,,
12479,19785779,PMC2760565,,
12480,19784445,,,
12481,19779173,,,
12482,19776781,,,
12483,19774092,NIHMS65019,,
12484,19772596,PMC2760542,,
12485,19772590,PMC2760564,,
12486,19772547,PMC3109621,,
12487,19770282,PMC2786317,,
12488,19770151,PMC2781835,,
12489,19768360,,,
12490,19763868,,,
12491,19763811,,,
12492,19762973,,,
12493,19759488,,,
12494,19759140,PMC2786721,,
12495,19758700,,,
12496,19758480,,,
12497,19758095,,,
12498,19756469,,,
12499,19755738,,,
12500,19755737,,,
12501,19751145,,,
12502,19750221,,,
12503,19747721,PMC2768782,,
12504,19745832,,,
12505,19745752,,,
12506,19735939,PMC2783303,,
12507,19735370,,,
12508,19732191,,,
12509,19728399,,,
12510,19725386,,,
12511,19724086,,,
12512,19724082,,,
12513,19724081,,,
12514,19723400,,,
12515,19717795,PMC3002120,,
12516,25864550,,,
12517,25864543,,,
12518,21644417,,,
12519,21644414,,,
12520,21644413,,,
12521,21352761,,,
12522,19714253,,,
12523,19711191,,,
12524,19709807,,,
12525,19709407,PMC2751742,,
12526,19708898,,,
12527,19706920,NIHMS284953,,
12528,19702808,,,
12529,19702508,UKMS27671,,
12530,19702101,,,
12531,19702099,,,
12532,19698184,PMC2739212,,
12533,19698177,PMC2736916,,
12534,19696510,,,
12535,19695001,PMC2751740,,
12536,19692107,,,
12537,19691717,,,
12538,19689093,,,
12539,19688043,,,
12540,19687035,PMC2865091,,
12541,19682331,PMC2939982,,
12542,19680773,,,
12543,19674769,,,
12544,19674477,PMC2734863,,
12545,19674274,,,
12546,19674186,,,
12547,19672852,,,
12548,19666598,PMC2720408,,
12549,19665980,,,
12550,19664950,,,
12551,19664323,,,
12552,19658258,,,
12553,19657546,,,
12554,19654066,PMC2743792,,
12555,19654009,,,
12556,19652745,,,
12557,19650883,PMC2774158,,
12558,19649371,,,
12559,19649255,,,
12560,19649245,,,
12561,19649242,,,
12562,19648822,NIHMS139799,,
12563,19647844,,,
12564,19645294,,,
12565,22180689,,,
12566,19640996,PMC2748011,,
12567,19640562,,,
12568,19640288,PMC2731100,,
12569,19638787,,,
12570,19637064,,,
12571,19636367,,,
12572,19636354,,,
12573,19636353,,,
12574,19635776,,,
12575,19634324,,,
12576,19634008,,,
12577,19632103,,,
12578,19630871,,,
12579,19629366,,,
12580,19627635,,,
12581,19627594,PMC2724482,,
12582,19627591,PMC2726115,,
12583,19627590,PMC2727485,,
12584,19627588,PMC2724481,,
12585,19627068,,,
12586,19626601,NIHMS150451,,
12587,19624476,,,
12588,19624273,,,
12589,19622140,PMC2720908,,
12590,19618796,,,
12591,19617943,,,
12592,19617812,NIHMS136686,,
12593,19617708,,,
12594,19610411,,,
12595,19610130,NIHMS147356,,
12596,19607782,,,
12597,19607733,,,
12598,19607717,PMC2719655,,
12599,19606543,,,
12600,19604381,PMC2717954,,
12601,19604369,PMC2717114,,
12602,19602488,,,
12603,19601781,,,
12604,19596769,PMC2738039,,
12605,19590123,,,
12606,19589144,PMC2714505,,
12607,19588043,,,
12608,19588040,,,
12609,19584912,,,
12610,19582891,,,
12611,19582362,,,
12612,19582138,,,
12613,19579054,,,
12614,19578826,,,
12615,19576619,,,
12616,19575818,PMC2713916,,
12617,19573258,,,
12618,19573212,,,
12619,19573160,,,
12620,19570798,PMC2842612,,
12621,19570600,,,
12622,19569972,NIHMS780614,,
12623,19567273,,,
12624,19563744,,,
12625,19563674,PMC2710327,,
12626,19563136,,,
12627,24146523,NIHMS500281,,
12628,22879679,NIHMS375740,,
12629,22444823,,,
12630,21564888,,,
12631,19561504,,,
12632,19561201,,,
12633,19558642,PMC2706845,,
12634,19557897,,,
12635,19557584,,,
12636,19557433,,,
12637,19555902,PMC2856817,,
12638,19555603,,,
12639,19555541,,,
12640,19553936,,,
12641,19552853,,,
12642,19552646,,,
12643,19551234,,,
12644,19549342,PMC2708138,,
12645,19548833,UKMS27684,,
12646,19548257,,,
12647,19545209,NIHMS287149,,
12648,19544739,,,
12649,19544575,,,
12650,19542867,,,
12651,19541981,,,
12652,19538579,,,
12653,19537429,,,
12654,19537428,,,
12655,19537427,,,
12656,19537426,,,
12657,19537424,,,
12658,19537423,,,
12659,19537420,,,
12660,19537419,,,
12661,19537418,,,
12662,19537416,,,
12663,19537415,,,
12664,19537414,,,
12665,19537413,,,
12666,19537412,,,
12667,19537328,,,
12668,19536959,,,
12669,19536564,,,
12670,19534798,PMC2702270,,
12671,19531235,PMC2706794,,
12672,19531211,PMC2704235,,
12673,19530549,,,
12674,19530548,,,
12675,19530543,,,
12676,19530542,,,
12677,19530541,,,
12678,19528269,PMC2737895,,
12679,19527714,,,
12680,19527451,,,
12681,19524082,,,
12682,19523202,PMC2714084,,
12683,19517857,,,
12684,19477827,,,
12685,19516933,,,
12686,19514855,UKMS27519,,
12687,19508802,,,
12688,19506992,,,
12689,19504753,,,
12690,19502990,NIHMS142011,,
12691,19502602,,,
12692,19501282,,,
12693,19496413,,,
12694,19494065,PMC2725698,,
12695,19491503,,,
12696,19491368,,,
12697,19491252,,,
12698,19490738,,,
12699,19489397,,,
12700,19487039,,,
12701,19486107,PMC3595510,,
12702,19485637,,,
12703,19484803,,,
12704,19484638,,,
12705,19482357,,,
12706,19481751,,,
12707,21392288,,,
12708,19478249,,,
12709,19478247,,,
12710,19476434,NIHMS99259,,
12711,19475408,,,
12712,19474143,,,
12713,19473488,PMC2694783,,
12714,19473205,PMC3505035,,
12715,19470940,PMC2717754,,
12716,19468933,,,
12717,19465829,PMC2732713,,
12718,19464527,,,
12719,19464296,PMC2892309,,
12720,19461969,,,
12721,19461002,,,
12722,19460267,,,
12723,19457873,PMC2813217,,
12724,19457237,PMC2692978,,
12725,19457055,,,
12726,19456235,NIHMS126103,,
12727,19454025,PMC2688520,,
12728,19453470,PMC4634699,,
12729,19451858,,,
12730,19450282,PMC2694831,,
12731,19449623,,,
12732,19446135,,,
12733,19444687,,,
12734,19443045,,,
12735,19442668,,,
12736,19440910,,,
12737,19440682,,,
12738,19439467,PMC2704778,,
12739,19439105,PMC2687433,,
12740,19439097,PMC2688519,,
12741,19438605,PMC2691981,,
12742,19437309,,,
12743,19437215,,,
12744,19437176,,,
12745,19435017,,,
12746,19434932,PMC2891190,,
12747,19434352,,,
12748,19434232,,,
12749,19430583,NIHMS98333,,
12750,19429353,,,
12751,19428010,,,
12752,19427395,PMC2745194,,
12753,19427295,PMC2763435,,
12754,19427023,,,
12755,19425252,,,
12756,19424814,,,
12757,19423395,,,
12758,19422726,PMC2683851,,
12759,19419333,,,
12760,19418669,,,
12761,19416349,,,
12762,19413219,,,
12763,19413216,,,
12764,19413214,,,
12765,19413212,,,
12766,19413210,,,
12767,19413207,,,
12768,19413204,,,
12769,19412535,,,
12770,19410959,,,
12771,19410700,,,
12772,19407178,,,
12773,19407116,UKMS4852,,
12774,19405971,PMC2683791,,
12775,19405863,,,
12776,19402947,,,
12777,19402467,,,
12778,29505217,,,
12779,19402037,,,
12780,19399311,10,1080/17290376,2009
12781,19398039,PMC2745398,,
12782,19397438,,,
12783,19397184,,,
12784,19396499,,,
12785,19394999,,,
12786,19391602,,,
12787,19391330,,,
12788,19386134,PMC2675520,,
12789,19384648,,,
12790,19383195,,,
12791,19362272,,,
12792,19382256,NIHMS305323,,
12793,19377714,,,
12794,19374483,,,
12795,19374317,,,
12796,19374313,,,
12797,19374312,,,
12798,19371425,PMC2676261,,
12799,19371407,PMC2674467,,
12800,19370585,,,
12801,19369823,,,
12802,19365077,PMC2688856,,
12803,19364853,PMC2704629,,
12804,19361878,,,
12805,19360102,,,
12806,19358727,PMC2678075,,
12807,19357759,,,
12808,19357758,,,
12809,19357424,,,
12810,19347756,,,
12811,19346392,,,
12812,19346388,,,
12813,19346368,,,
12814,19346273,PMC2699243,,
12815,19345715,,,
12816,19344523,PMC2670263,,
12817,19344425,PMC3001030,,
12818,19341536,,,
12819,19339898,,,
12820,19335822,,,
12821,19333368,,,
12822,19331272,,,
12823,25949329,PMC4421356,,
12824,22199461,NIHMS340303,,
12825,19330457,,,
12826,19329442,PMC2837477,,
12827,19329200,,,
12828,19329176,,,
12829,19327052,,,
12830,19326710,,,
12831,19326704,,,
12832,19323591,PMC2659708,,
12833,19323216,,,
12834,19318094,PMC2691925,,
12835,19317913,PMC2667436,,
12836,19317628,NIHMS135921,,
12837,19317627,,,
12838,19309681,,,
12839,19308263,,,
12840,19308251,,,
12841,19302361,,,
12842,19301980,,,
12843,19301975,,,
12844,19301950,,,
12845,19301444,,,
12846,19297768,,,
12847,19292749,,,
12848,19289830,PMC2663982,,
12849,19287544,,,
12850,19287299,,,
12851,19284626,PMC2662828,,
12852,19281305,UKMS27679,,
12853,19277444,,,
12854,19276145,,,
12855,19275902,,,
12856,19272141,PMC2657134,,
12857,19272134,PMC2662782,,
12858,19270301,NIHMS102525,,
12859,19270300,,,
12860,19267903,PMC2666649,,
12861,19265613,,,
12862,19263852,,,
12863,19263845,,,
12864,19263709,,,
12865,19263695,,,
12866,19263088,,,
12867,19262754,,,
12868,19260389,,,
12869,19259267,,,
12870,19258919,NIHMS114415,,
12871,19258721,,,
12872,19257899,PMC2671496,,
12873,19251625,,,
12874,19251615,,,
12875,19250585,,,
12876,19250567,,,
12877,19249107,,,
12878,19248718,,,
12879,19248448,,,
12880,19233968,,,
12881,25864476,,,
12882,21352748,,,
12883,19247647,,,
12884,19247448,,,
12885,19245493,,,
12886,19243803,,,
12887,19239771,,,
12888,19239517,,,
12889,19230771,,,
12890,19191610,PMC2673056,,
12891,19229782,,,
12892,19227551,,,
12893,19226734,,,
12894,19225401,NIHMS94894,,
12895,19225187,,,
12896,19223480,PMC2681775,,
12897,19222824,PMC2941893,,
12898,19221168,,,
12899,19218332,,,
12900,19215869,,,
12901,19214119,,,
12902,19211611,,,
12903,19210606,,,
12904,19210559,,,
12905,19208648,,,
12906,19201678,,,
12907,19199351,,,
12908,19198524,,,
12909,19197783,,,
12910,19197782,,,
12911,19197405,,,
12912,19197365,,,
12913,19194601,,,
12914,19194499,,,
12915,19193467,,,
12916,19193256,,,
12917,19192694,,,
12918,19192136,,,
12919,19190772,,,
12920,19190274,,,
12921,19190135,,,
12922,19189744,,,
12923,19187521,PMC5799880,,
12924,19182059,,,
12925,19181062,,,
12926,20976285,,,
12927,19179100,,,
12928,19175880,,,
12929,19175292,PMC2631071,,
12930,19174522,PMC2644128,,
12931,19173126,,,
12932,19172184,,,
12933,19171913,,,
12934,19171680,PMC2668310,,
12935,19167668,,,
12936,19165086,UKMS4587,,
12937,19161598,PMC2640355,,
12938,19155226,,,
12939,19154650,,,
12940,19154621,PMC2647525,,
12941,19152558,PMC2654067,,
12942,19151492,,,
12943,19149878,PMC2636824,,
12944,19149774,PMC2680340,,
12945,19146742,,,
12946,19145247,,,
12947,19144928,PMC2626607,,
12948,19144164,PMC2631009,,
12949,19141849,NIHMS139643,,
12950,19137720,,,
12951,19137450,,,
12952,19137419,,,
12953,19135554,,,
12954,19134190,PMC2645421,,
12955,19133424,,,
12956,19133423,,,
12957,19133421,,,
12958,19133420,,,
12959,19133419,,,
12960,19128453,PMC2630996,,
12961,19127977,PMC2613424,,
12962,19122430,,,
12963,19121718,,,
12964,19121148,PMC2658804,,
12965,19120603,,,
12966,19115559,,,
12967,19115558,,,
12968,19115557,,,
12969,19115556,,,
12970,19115555,,,
12971,27820068,,,
12972,22312207,,,
12973,21829419,PMC3029868,,
12974,21304606,,,
12975,20845842,,,
12976,20652110,PMC2895206,,
12977,20224648,,,
12978,20209014,,,
12979,20209011,,,
12980,19115089,,,
12981,19115000,,,
12982,19108737,PMC2615751,,
12983,19108692,,,
12984,19108688,,,
12985,19107114,,,
12986,19105836,PMC2630320,,
12987,19103906,,,
12988,19103905,,,
12989,19103888,,,
12990,19102746,PMC2635380,,
12991,19102688,,,
12992,19102687,,,
12993,19098557,,,
12994,19098489,,,
12995,19092698,,,
12996,19092012,,,
12997,19091474,,,
12998,19091112,PMC2628339,,
12999,19090807,,,
13000,19090614,PMC2602716,,
13001,19089927,NIHMS98574,,
13002,19087286,PMC2615447,,
13003,19076503,,,
13004,19074339,,,
13005,19074244,,,
13006,19072134,NIHMS89681,,
13007,19071957,PMC2596856,,
13008,19065866,,,
13009,19065430,,,
13010,19064893,PMC2650535,,
13011,19064627,PMC2655100,,
13012,19064524,PMC2635111,,
13013,19063960,,,
13014,19063754,,,
13015,19062397,,,
13016,19061553,,,
13017,19059851,PMC2622780,,
13018,19058136,,,
13019,19057813,,,
13020,19056477,,,
13021,19056392,PMC2987620,,
13022,19052189,,,
13023,19048109,,,
13024,19046512,,,
13025,19041710,,,
13026,19040827,,,
13027,19040134,,,
13028,25865588,,,
13029,19037738,,,
13030,19036751,PMC2639266,,
13031,19036174,,,
13032,19036154,PMC2607295,,
13033,19034518,,,
13034,19033324,,,
13035,19032067,,,
13036,19031037,,,
13037,19025581,PMC2613143,,
13038,19024416,,,
13039,19024414,,,
13040,19021892,,,
13041,19019602,,,
13042,19019422,PMC2652031,,
13043,19019204,PMC2626599,,
13044,19018658,PMC2586344,,
13045,19017387,PMC2600646,,
13046,19017311,,,
13047,19015972,NIHMS197699,,
13048,19015617,,,
13049,19014421,PMC2588552,,
13050,19013705,PMC2706393,,
13051,19009341,,,
13052,19008443,,,
13053,19006506,,,
13054,19006499,,,
13055,19006227,,,
13056,18998204,,,
13057,18996547,,,
13058,18996374,,,
13059,18992007,,,
13060,18987988,,,
13061,18985312,,,
13062,18984188,PMC2607008,,
13063,18983806,,,
13064,18983649,PMC2585592,,
13065,18983565,,,
13066,18978532,,,
13067,18975126,,,
13068,18975123,,,
13069,18975120,,,
13070,21586091,,,
13071,18972133,NIHMS96143,,
13072,18969564,,,
13073,18968943,,,
13074,18966912,,,
13075,18958578,,,
13076,18958285,,,
13077,18958278,,,
13078,18957776,NIHMS126976,,
13079,18957333,,,
13080,18955387,PMC2857340,,
13081,18951305,,,
13082,18951142,UKMS4331,,
13083,18949769,NIHMS338968,,
13084,18946706,,,
13085,18944955,,,
13086,18944028,,,
13087,18940447,,,
13088,18939972,PMC2577623,,
13089,18939703,10,2987/5739,1
13090,18939686,,,
13091,18931072,PMC3347796,,
13092,18930703,,,
13093,18929596,,,
13094,18928377,,,
13095,18926569,,,
13096,18926037,,,
