Pmid,Journal,Year,Month,Pmcid,Status
30148731,Journal of acquired immune deficiency syndromes (1999),2018,12,PMC6250253,open
30148757,Sexually transmitted diseases,2019,1,PMC6289672,open
30150604,Viruses,2018,8,PMC6164965,open
30151125,Ecology and evolution,2015,11,PMC6102531,open
30151171,Ecology and evolution,2018,8,PMC6106196,open
30151175,Ecology and evolution,2018,8,PMC6106172,open
30151804,European spine journal : official publication of the European Spine Society the European Spinal Deformity Society and the European Section of the Cervical Spine Research Society,2018,9,NA,closed
30151805,European spine journal : official publication of the European Spine Society the European Spinal Deformity Society and the European Section of the Cervical Spine Research Society,2018,9,NA,closed
30151807,European spine journal : official publication of the European Spine Society the European Spinal Deformity Society and the European Section of the Cervical Spine Research Society,2018,9,NA,closed
30151808,European spine journal : official publication of the European Spine Society the European Spinal Deformity Society and the European Section of the Cervical Spine Research Society,2018,9,NA,closed
30151809,European spine journal : official publication of the European Spine Society the European Spinal Deformity Society and the European Section of the Cervical Spine Research Society,2018,9,NA,closed
30151811,European spine journal : official publication of the European Spine Society the European Spinal Deformity Society and the European Section of the Cervical Spine Research Society,2018,9,NA,closed
30152267,Reproductive health matters,2018,1,NA,closed
30153349,Cytopathology : official journal of the British Society for Clinical Cytology,2019,3,NA,closed
30153540,Journal of clinical anesthesia,2019,2,NA,closed
30154854,International journal of microbiology,2018,1,PMC6098844,open
30154858,Obstetrics and gynecology international,2018,1,PMC6093056,open
30157200,PloS one,2018,1,PMC6114509,open
30157702,International journal of STD & AIDS,2019,1,NA,closed
30157796,BMC psychiatry,2018,8,PMC6114840,open
30158473,Toxins,2018,8,PMC6162552,open
30158702,Nature,2018,9,NA,closed
30161172,PloS one,2018,1,PMC6116983,open
30165370,PloS one,2018,1,PMC6117160,open
30165548,The Journal of infectious diseases,2019,1,NA,closed
30165703,The Journal of infectious diseases,2019,1,NA,closed
30167029,The Pan African medical journal,2017,1,PMC6113684,open
30167030,The Pan African medical journal,2017,1,PMC6113694,open
30167031,The Pan African medical journal,2017,1,PMC6113712,open
30167032,The Pan African medical journal,2017,1,PMC6113695,open
30167033,The Pan African medical journal,2017,1,PMC6113696,open
30167034,The Pan African medical journal,2017,1,PMC6113697,open
30167035,The Pan African medical journal,2017,1,PMC6113691,open
30167036,The Pan African medical journal,2017,1,PMC6113692,open
30167037,The Pan African medical journal,2017,1,PMC6113693,open
30167071,The Pan African medical journal,2018,1,PMC6110571,open
30167335,BMJ global health,2018,1,PMC6112391,open
30167700,JAMA,2018,8,PMC6143020,open
30167792,Parasitology research,2018,11,NA,closed
30168005,AIDS and behavior,2019,2,PMC6368874,open
30168097,Molecular biology reports,2018,12,PMC6267235,open
30168151,Medical and veterinary entomology,2019,3,PMC6359949,open
30168285,Veterinary medicine and science,2018,11,PMC6236136,open
30168390,BMC public health,2018,8,PMC6117633,open
30168391,BMC public health,2018,8,PMC6117629,open
30168393,BMC public health,2018,8,PMC6117619,open
30168394,BMC public health,2018,8,PMC6117627,open
30168395,BMC public health,2018,8,PMC6117626,open
30168396,BMC public health,2018,8,PMC6117631,open
30168397,BMC public health,2018,8,PMC6117625,open
30169161,The Lancet. Child & adolescent health,2017,11,NA,closed
30169180,The Lancet. Child & adolescent health,2017,12,NA,closed
30173366,Environmental geochemistry and health,2019,4,NA,closed
30173395,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,2018,10,NA,closed
30173559,AIDS research and human retroviruses,2018,11,PMC6238614,open
30173905,Lancet (London England),2018,9,NA,closed
30173909,Lancet (London England),2018,9,NA,closed
30175247,Wellcome open research,2018,1,PMC6081997,open
30176822,BMC pediatrics,2018,9,PMC6120093,open
30178129,World journal of surgery,2019,1,NA,closed
30178479,Epilepsia,2018,10,NA,closed
30179253,Ecology,2018,11,NA,closed
30180560,Journal of agricultural and food chemistry,2018,9,NA,closed
30180860,Implementation science : IS,2018,9,PMC6123996,open
30181858,Therapeutic advances in drug safety,2018,9,PMC6116775,open
30183764,PloS one,2018,1,PMC6124811,open
30185191,BMC health services research,2018,9,PMC6126041,open
30185898,European journal of clinical nutrition,2019,3,PMC6668710,open
30188978,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,4,PMC6481997,open
30190231,Phytomedicine : international journal of phytotherapy and phytopharmacology,2019,2,NA,closed
30190452,Nutrition & diabetes,2018,9,PMC6127223,open
30191574,Journal of the science of food and agriculture,2019,2,PMC6587991,open
30192818,PloS one,2018,1,PMC6128523,open
30192880,PloS one,2018,1,PMC6128651,open
30196093,The Lancet. Global health,2018,11,NA,closed
30196293,Annals of nutrition & metabolism,2018,1,NA,closed
30196296,Annals of nutrition & metabolism,2018,1,NA,closed
30197641,Frontiers in immunology,2018,1,PMC6117426,open
30197723,The open AIDS journal,2018,1,PMC6120102,open
30197733,The Pan African medical journal,2017,1,PMC6125112,open
30197734,The Pan African medical journal,2017,1,PMC6125110,open
30197735,The Pan African medical journal,2017,1,PMC6125111,open
30198049,Clinical and translational medicine,2018,9,PMC6129453,open
30198452,Parasitology,2019,3,NA,closed
30198505,International journal of mycobacteriology,NA,NA,NA,closed
30198796,The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception,2018,8,PMC6191886,open
30199482,The Pediatric infectious disease journal,2018,12,PMC6226337,open
30203617,Pest management science,2019,4,NA,closed
30204720,Journal of acquired immune deficiency syndromes (1999),2018,12,PMC6500722,open
30204754,PLoS neglected tropical diseases,2018,9,PMC6181433,open
30204801,PloS one,2018,1,PMC6133351,open
30205829,BMC public health,2018,9,PMC6131736,open
30207423,Maternal & child nutrition,2019,1,NA,closed
30208957,Veterinary research,2018,9,PMC6134756,open
30209747,Tropical animal health and production,2019,2,NA,closed
30210519,Frontiers in plant science,2018,1,PMC6120061,open
30212308,Reproductive health matters,2018,1,NA,closed
30212497,PloS one,2018,1,PMC6136711,open
30212525,PloS one,2018,1,PMC6136890,open
30212561,PloS one,2018,1,PMC6136792,open
30214694,Jamba (Potchefstroom South Africa),2018,1,PMC6131724,open
30214943,Global health research and policy,2018,1,PMC6130066,open
30216678,Maternal & child nutrition,2019,1,NA,closed
30217988,Scientific reports,2018,9,PMC6138648,open
30219080,Malaria journal,2018,9,PMC6138895,open
30219666,The journal of sexual medicine,2018,10,PMC6193463,open
30219845,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2019,5,PMC6522755,open
30220035,Archives of virology,2018,12,NA,closed
30220395,Preventive veterinary medicine,2018,10,PMC6152584,open
30220803,Community eye health,2018,1,PMC6134466,open
30220809,Community eye health,2018,1,PMC6134465,open
30223833,BMC health services research,2018,9,PMC6142360,open
30223982,The Lancet. Global health,2018,10,NA,closed
30224199,Vaccine,2018,10,PMC6327321,open
30224402,BMJ open,2018,9,PMC6144406,open
30225873,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2018,9,NA,closed
30225908,Journal of the International AIDS Society,2018,9,PMC6141900,open
30227872,International journal for equity in health,2018,9,PMC6145101,open
30228109,Sexually transmitted infections,2019,2,PMC6525108,open
30228857,Stroke research and treatment,2018,1,PMC6136470,open
30228875,F1000Research,2018,1,PMC6117849,open
30231048,PloS one,2018,1,PMC6145597,open
30231072,PloS one,2018,1,PMC6145580,open
30231793,Global public health,2019,5,PMC6414268,open
30231887,International journal for equity in health,2018,9,PMC6146517,open
30231891,BMC health services research,2018,9,PMC6145184,open
30235084,Journal of wildlife diseases,2019,1,NA,closed
30236143,Parasites & vectors,2018,9,PMC6149206,open
30238634,Zoonoses and public health,2019,2,NA,closed
30238972,International journal of cancer,2019,4,NA,closed
30240408,PloS one,2018,1,PMC6150499,open
30240719,Bio Systems,2018,12,NA,closed
30242143,Sexually transmitted infections,2019,5,PMC6428609,open
30242267,Journal of exposure science & environmental epidemiology,2019,4,PMC6428637,open
30242854,Journal of medical virology,2019,3,NA,closed
30245737,Computational and mathematical methods in medicine,2018,1,PMC6136569,open
30245859,NPJ vaccines,2018,1,PMC6134044,open
30245866,BMJ global health,2018,1,PMC6144905,open
30246064,Data in brief,2018,8,PMC6141760,open
30247503,Annals of botany,2019,1,PMC6344093,open
30247571,Health policy and planning,2018,11,PMC6263021,open
30250369,Veterinary world,2018,8,PMC6141292,open
30250687,Ecology and evolution,2018,8,PMC6144961,open
30251439,Veterinary dermatology,2018,12,NA,closed
30253119,Phytopathology,2019,4,NA,closed
30255036,International journal of veterinary science and medicine,2016,12,PMC6148678,open
30255050,International journal of veterinary science and medicine,2017,6,PMC6137855,open
30255065,International journal of veterinary science and medicine,2017,12,PMC6137837,open
30255141,Science advances,2018,9,PMC6155029,open
30256956,International journal for quality in health care : journal of the International Society for Quality in Health Care,2019,6,NA,closed
30257667,BMC infectious diseases,2018,9,PMC6158860,open
30257697,Malaria journal,2018,9,PMC6158896,open
30258597,Food science & nutrition,2018,9,PMC6145229,open
30258598,Food science & nutrition,2018,9,PMC6145253,open
30258604,Food science & nutrition,2018,9,PMC6145275,open
30258654,BMJ global health,2018,1,PMC6150140,open
30259792,Global health action,2018,1,PMC6161608,open
30261742,AIDS care,2019,3,NA,closed
30261747,AIDS care,2019,1,PMC6261297,open
30263135,Global health epidemiology and genomics,2018,1,PMC6152486,open
30265667,PloS one,2018,1,PMC6161870,open
30265811,Journal of the American Chemical Society,2018,10,NA,closed
30266874,Archives of disease in childhood,2019,3,PMC6556974,open
30267356,Clinical rheumatology,2019,2,NA,closed
30268272,Social science research,2018,11,PMC6170012,open
30268549,World neurosurgery,2019,1,NA,closed
30269232,AIDS and behavior,2019,4,PMC6458975,open
30269584,Neurosurgical focus,2018,10,NA,closed
30269878,Lancet (London England),2018,11,NA,closed
30270054,Atherosclerosis,2018,10,NA,closed
30270889,Tropical medicine and infectious disease,2017,7,PMC6082108,open
30271556,Ecology and evolution,2018,9,PMC6157669,open
30271567,Ecology and evolution,2018,9,PMC6157688,open
30271623,Virus evolution,2018,7,PMC6153471,open
30271732,Public health action,2018,9,PMC6147065,open
30272633,Journal of acquired immune deficiency syndromes (1999),2019,1,PMC6289800,open
30273342,PLoS neglected tropical diseases,2018,10,PMC6181432,open
30273736,Journal of ethnopharmacology,2019,1,NA,closed
30274492,Tropical medicine and infectious disease,2018,9,PMC6161120,open
30274496,Tropical medicine and infectious disease,2018,9,PMC6160920,open
30274500,Tropical medicine and infectious disease,2018,9,PMC6161185,open
30275421,Pharmaceuticals (Basel Switzerland),2018,10,PMC6315967,open
30277311,Early intervention in psychiatry,2019,10,NA,closed
30281594,PloS one,2018,1,PMC6169856,open
30282493,Disability and rehabilitation,2020,2,NA,closed
30282787,Journal of clinical microbiology,2018,12,PMC6258837,open
30283498,Fungal ecology,2018,10,PMC6131765,open
30285684,BMC public health,2018,10,PMC6167894,open
30285745,BMC psychiatry,2018,10,PMC6167779,open
30285768,Reproductive health,2018,10,PMC6171301,open
30285848,BMC psychology,2018,10,PMC6167850,open
30286763,Human resources for health,2018,10,PMC6172748,open
30287676,BMJ open,2018,10,PMC6194484,open
30294460,BMJ global health,2018,1,PMC6169670,open
30295231,Journal of developmental origins of health and disease,2019,4,PMC6366559,open
30296964,Public health nutrition,2019,1,PMC6390397,open
30297124,Vaccine,2018,11,NA,closed
30297412,Proceedings of the National Academy of Sciences of the United States of America,2018,10,PMC6217406,open
30298229,Experimental & applied acarology,2018,10,NA,closed
30300797,Accident; analysis and prevention,2019,1,NA,closed
30300838,Cancer epidemiology,2018,12,PMC6289835,open
30302585,Archives of virology,2018,12,NA,closed
30303978,PloS one,2018,1,PMC6179218,open
30304043,PloS one,2018,1,PMC6179283,open
30305067,BMC endocrine disorders,2018,10,PMC6180659,open
30305069,BMC medical education,2018,10,PMC6180641,open
30305127,Malaria journal,2018,10,PMC6180430,open
30305159,BMC research notes,2018,10,PMC6180567,open
30305236,The lancet. HIV,2018,10,NA,closed
30305924,BMJ open sport & exercise medicine,2018,1,PMC6173229,open
30307567,The Journal of infectious diseases,2019,2,PMC6386809,open
30308064,PloS one,2018,1,PMC6181335,open
30309343,BMC pediatrics,2018,10,PMC6180366,open
30309402,Journal of biosocial science,2019,7,NA,closed
30309738,Ticks and tick-borne diseases,2019,1,NA,closed
30309787,The lancet. HIV,2018,12,PMC6289743,open
30311117,Environmental science and pollution research international,2018,12,NA,closed
30311515,Journal of interpersonal violence,2018,10,NA,closed
30312309,PloS one,2018,1,PMC6193577,open
30312417,The Journal of infectious diseases,2019,2,PMC6386812,open
30312904,Economics and human biology,2018,9,NA,closed
30313752,Zootaxa,2018,9,NA,closed
30314783,Preventive veterinary medicine,2018,11,PMC6193137,open
30314791,Preventive veterinary medicine,2018,11,PMC6193135,open
30314793,Preventive veterinary medicine,2018,11,PMC6193133,open
30317109,International journal of food microbiology,2019,2,NA,closed
30318015,Parasites & vectors,2018,10,PMC6191991,open
30319030,African journal of AIDS research : AJAR,2018,9,PMC6376488,open
